,Index,Label,X,Y,Z,User
411874,411874.000000,0,2.641000,3.672000,-3.250000,P4
411875,411875.000000,0,2.148000,3.465000,-3.277000,P4
411876,411876.000000,0,1.531000,3.426000,-3.141000,P4
411877,411877.000000,0,1.074000,3.520000,-2.984000,P4
411878,411878.000000,0,0.738000,3.762000,-2.762000,P4
411879,411879.000000,0,0.383000,4.313000,-2.586000,P4
411880,411880.000000,0,0.059000,5.043000,-2.258000,P4
411881,411881.000000,0,-0.348000,5.949000,-1.680000,P4
411882,411882.000000,0,-0.734000,6.820000,-0.918000,P4
411883,411883.000000,0,-1.109000,7.426000,-0.344000,P4
411884,411884.000000,0,-1.816000,7.668000,-0.039000,P4
411885,411885.000000,0,-2.609000,7.762000,0.176000,P4
411886,411886.000000,0,-1.926000,6.664000,0.309000,P4
411887,411887.000000,0,-1.566000,4.938000,1.891000,P4
411888,411888.000000,0,-1.602000,3.855000,1.172000,P4
411889,411889.000000,0,-2.379000,4.508000,4.125000,P4
411890,411890.000000,0,-2.402000,5.480000,4.066000,P4
411891,411891.000000,0,-5.758000,4.688000,4.180000,P4
411892,411892.000000,0,-5.664000,3.309000,4.824000,P4
411893,411893.000000,0,-3.641000,2.387000,4.656000,P4
411894,411894.000000,0,-1.809000,1.410000,3.902000,P4
411895,411895.000000,0,-0.438000,1.430000,3.785000,P4
411896,411896.000000,0,-1.352000,1.617000,3.605000,P4
411897,411897.000000,0,-1.781000,2.238000,3.352000,P4
411898,411898.000000,0,-1.340000,2.816000,3.297000,P4
411899,411899.000000,0,-0.789000,2.676000,3.074000,P4
411900,411900.000000,0,-0.539000,2.363000,2.914000,P4
411901,411901.000000,0,0.023000,2.234000,2.477000,P4
411902,411902.000000,0,3.633000,2.262000,0.469000,P4
411903,411903.000000,0,4.559000,0.563000,0.094000,P4
411904,411904.000000,0,2.230000,-0.371000,1.727000,P4
411905,411905.000000,0,-3.973000,2.375000,2.188000,P4
411906,411906.000000,0,-4.656000,4.520000,1.602000,P4
411907,411907.000000,0,0.406000,1.586000,1.012000,P4
411908,411908.000000,0,3.207000,-0.320000,0.520000,P4
411909,411909.000000,0,1.656000,-0.316000,0.000000,P4
411910,411910.000000,0,-0.566000,0.434000,-0.215000,P4
411911,411911.000000,0,-1.414000,0.930000,-0.102000,P4
411912,411912.000000,0,-0.805000,1.266000,0.598000,P4
411913,411913.000000,0,-0.145000,1.473000,0.871000,P4
411914,411914.000000,0,-0.246000,1.359000,0.414000,P4
411915,411915.000000,0,-0.102000,1.074000,0.020000,P4
411916,411916.000000,0,0.137000,1.035000,-0.090000,P4
411917,411917.000000,0,0.020000,1.020000,-0.051000,P4
411918,411918.000000,0,-0.145000,0.957000,-0.012000,P4
411919,411919.000000,0,-0.117000,0.969000,0.023000,P4
411920,411920.000000,0,-0.074000,1.035000,0.016000,P4
414366,414366.000000,0,-0.863000,1.641000,0.969000,P4
414367,414367.000000,0,-0.703000,2.102000,1.477000,P4
414368,414368.000000,0,-0.391000,2.855000,1.957000,P4
414369,414369.000000,0,0.469000,3.680000,2.418000,P4
414370,414370.000000,0,1.695000,4.027000,1.965000,P4
414371,414371.000000,0,2.508000,3.438000,1.449000,P4
414372,414372.000000,0,2.414000,2.926000,0.859000,P4
414373,414373.000000,0,-0.051000,3.219000,-0.008000,P4
414374,414374.000000,0,-2.008000,3.234000,-0.234000,P4
414375,414375.000000,0,-2.371000,2.820000,0.145000,P4
414376,414376.000000,0,-2.207000,2.598000,0.445000,P4
414377,414377.000000,0,-1.316000,2.820000,0.367000,P4
414378,414378.000000,0,-0.047000,3.090000,0.223000,P4
414379,414379.000000,0,0.594000,3.191000,0.063000,P4
414380,414380.000000,0,0.852000,3.270000,-0.102000,P4
414381,414381.000000,0,0.754000,3.480000,-0.359000,P4
414382,414382.000000,0,1.410000,3.445000,-0.461000,P4
414383,414383.000000,0,2.641000,3.094000,-0.488000,P4
414384,414384.000000,0,2.840000,2.344000,-0.723000,P4
414385,414385.000000,0,2.617000,1.789000,-0.914000,P4
414386,414386.000000,0,2.293000,2.133000,-0.977000,P4
414387,414387.000000,0,1.273000,2.988000,-1.215000,P4
414388,414388.000000,0,0.875000,3.129000,-1.691000,P4
414389,414389.000000,0,1.996000,2.680000,-1.785000,P4
414390,414390.000000,0,3.863000,2.246000,-1.563000,P4
414391,414391.000000,0,5.156000,2.027000,-1.617000,P4
414392,414392.000000,0,5.012000,2.277000,-2.188000,P4
414393,414393.000000,0,4.254000,2.594000,-2.672000,P4
414394,414394.000000,0,3.539000,2.684000,-2.672000,P4
414395,414395.000000,0,3.113000,2.867000,-2.445000,P4
414396,414396.000000,0,2.574000,3.270000,-2.309000,P4
414397,414397.000000,0,1.957000,3.785000,-2.164000,P4
414398,414398.000000,0,1.664000,4.445000,-1.992000,P4
414399,414399.000000,0,1.578000,5.355000,-1.887000,P4
414400,414400.000000,0,1.387000,6.316000,-1.820000,P4
414401,414401.000000,0,0.820000,7.184000,-1.824000,P4
414402,414402.000000,0,0.078000,7.574000,-1.664000,P4
414403,414403.000000,0,-0.504000,7.285000,-1.313000,P4
414404,414404.000000,0,-0.598000,4.574000,-1.199000,P4
414405,414405.000000,0,-0.816000,3.402000,-1.152000,P4
414406,414406.000000,0,-0.766000,3.043000,-1.121000,P4
414407,414407.000000,0,-0.172000,2.895000,-1.043000,P4
414408,414408.000000,0,-0.188000,2.656000,3.551000,P4
414409,414409.000000,0,-0.730000,1.488000,1.047000,P4
414410,414410.000000,0,-1.172000,1.551000,3.031000,P4
414411,414411.000000,0,-0.031000,4.742000,4.668000,P4
414412,414412.000000,0,-2.305000,2.535000,5.406000,P4
414413,414413.000000,0,-1.875000,2.254000,6.414000,P4
414414,414414.000000,0,-1.102000,2.758000,6.219000,P4
414415,414415.000000,0,-0.820000,2.637000,4.449000,P4
414416,414416.000000,0,0.258000,2.250000,3.473000,P4
414417,414417.000000,0,0.797000,2.469000,3.152000,P4
414418,414418.000000,0,0.777000,2.305000,2.844000,P4
414419,414419.000000,0,0.418000,1.730000,2.652000,P4
414420,414420.000000,0,0.223000,1.395000,2.668000,P4
414421,414421.000000,0,0.258000,1.129000,2.594000,P4
414422,414422.000000,0,0.359000,0.734000,2.352000,P4
414423,414423.000000,0,0.398000,0.418000,2.027000,P4
414424,414424.000000,0,0.242000,0.324000,1.734000,P4
414425,414425.000000,0,-0.063000,0.375000,1.531000,P4
414426,414426.000000,0,-0.355000,0.473000,1.395000,P4
414427,414427.000000,0,-0.641000,0.617000,1.250000,P4
414428,414428.000000,0,-0.848000,0.816000,1.082000,P4
414429,414429.000000,0,-0.777000,0.980000,0.996000,P4
414430,414430.000000,0,-0.418000,1.113000,0.977000,P4
414431,414431.000000,0,0.020000,1.207000,0.910000,P4
414432,414432.000000,0,0.316000,1.246000,0.785000,P4
414433,414433.000000,0,0.352000,1.254000,0.668000,P4
414434,414434.000000,0,0.246000,1.273000,0.574000,P4
414435,414435.000000,0,0.113000,1.313000,0.484000,P4
414436,414436.000000,0,0.027000,1.328000,0.410000,P4
414437,414437.000000,0,-0.012000,1.316000,0.355000,P4
414438,414438.000000,0,0.219000,1.359000,0.250000,P4
414439,414439.000000,0,3.156000,1.238000,-0.281000,P4
414440,414440.000000,0,3.949000,0.559000,-0.484000,P4
414441,414441.000000,0,1.438000,1.207000,1.125000,P4
414442,414442.000000,0,-3.422000,1.918000,1.227000,P4
414443,414443.000000,0,-3.742000,3.398000,0.672000,P4
414444,414444.000000,0,-0.570000,3.094000,1.082000,P4
414445,414445.000000,0,1.195000,1.633000,1.336000,P4
414446,414446.000000,0,1.043000,1.344000,0.750000,P4
414447,414447.000000,0,0.539000,0.738000,0.063000,P4
414448,414448.000000,0,0.492000,0.531000,-0.328000,P4
414449,414449.000000,0,0.383000,0.699000,-0.469000,P4
414450,414450.000000,0,0.160000,0.738000,-0.617000,P4
416781,416781.000000,0,-0.680000,1.313000,0.840000,P4
416782,416782.000000,0,-0.699000,1.512000,1.133000,P4
416783,416783.000000,0,-0.758000,1.582000,1.434000,P4
416784,416784.000000,0,-0.609000,1.953000,1.828000,P4
416785,416785.000000,0,-0.109000,2.492000,2.531000,P4
416786,416786.000000,0,0.730000,3.039000,3.305000,P4
416787,416787.000000,0,1.613000,3.488000,3.012000,P4
416788,416788.000000,0,2.289000,3.230000,1.816000,P4
416789,416789.000000,0,1.516000,3.309000,0.313000,P4
416790,416790.000000,0,-1.168000,4.137000,-0.484000,P4
416791,416791.000000,0,-2.688000,3.754000,-0.332000,P4
416792,416792.000000,0,-2.770000,3.273000,0.223000,P4
416793,416793.000000,0,-1.723000,3.113000,0.551000,P4
416794,416794.000000,0,-0.344000,3.230000,0.594000,P4
416795,416795.000000,0,0.375000,3.477000,0.320000,P4
416796,416796.000000,0,0.656000,3.500000,0.023000,P4
416797,416797.000000,0,1.035000,3.336000,-0.242000,P4
416798,416798.000000,0,1.727000,3.168000,-0.375000,P4
416799,416799.000000,0,2.480000,2.953000,-0.355000,P4
416800,416800.000000,0,2.855000,2.727000,-0.258000,P4
416801,416801.000000,0,2.914000,2.426000,-0.590000,P4
416802,416802.000000,0,2.090000,2.262000,-1.184000,P4
416803,416803.000000,0,1.340000,2.750000,-1.699000,P4
416804,416804.000000,0,1.375000,2.906000,-1.938000,P4
416805,416805.000000,0,1.781000,2.781000,-1.711000,P4
416806,416806.000000,0,2.574000,2.887000,-1.430000,P4
416807,416807.000000,0,3.293000,3.180000,-1.496000,P4
416808,416808.000000,0,3.723000,3.191000,-1.918000,P4
416809,416809.000000,0,3.852000,3.004000,-2.219000,P4
416810,416810.000000,0,3.430000,2.758000,-2.363000,P4
416811,416811.000000,0,2.910000,2.852000,-2.449000,P4
416812,416812.000000,0,2.234000,3.195000,-2.570000,P4
416813,416813.000000,0,1.633000,3.082000,-2.598000,P4
416814,416814.000000,0,1.590000,2.563000,-2.430000,P4
416815,416815.000000,0,1.910000,2.652000,-2.148000,P4
416816,416816.000000,0,2.105000,3.477000,-2.137000,P4
416817,416817.000000,0,1.680000,4.414000,-2.234000,P4
416818,416818.000000,0,1.121000,5.676000,-2.277000,P4
416819,416819.000000,0,0.605000,6.922000,-1.957000,P4
416820,416820.000000,0,-0.070000,7.473000,-1.285000,P4
416821,416821.000000,0,-0.703000,7.688000,-0.516000,P4
416822,416822.000000,0,-0.848000,5.289000,-0.715000,P4
416823,416823.000000,0,-0.941000,3.672000,-0.953000,P4
416824,416824.000000,0,-0.508000,3.012000,-1.023000,P4
416825,416825.000000,0,-0.684000,3.473000,-0.906000,P4
416826,416826.000000,0,-0.207000,3.816000,-0.477000,P4
416827,416827.000000,0,-1.023000,2.520000,0.523000,P4
416828,416828.000000,0,-2.805000,2.594000,1.754000,P4
416829,416829.000000,0,-2.523000,3.344000,2.180000,P4
416830,416830.000000,0,-3.793000,3.891000,2.691000,P4
416831,416831.000000,0,-2.535000,4.246000,3.496000,P4
416832,416832.000000,0,0.160000,2.910000,3.770000,P4
416833,416833.000000,0,0.996000,2.512000,3.008000,P4
416834,416834.000000,0,0.629000,2.141000,2.703000,P4
416835,416835.000000,0,-0.051000,1.578000,2.230000,P4
416836,416836.000000,0,-0.973000,1.414000,1.598000,P4
416837,416837.000000,0,-1.809000,1.770000,1.188000,P4
416838,416838.000000,0,-2.125000,1.961000,1.145000,P4
416839,416839.000000,0,-1.848000,1.766000,1.367000,P4
416840,416840.000000,0,-1.477000,1.492000,1.594000,P4
416841,416841.000000,0,-1.223000,1.215000,1.648000,P4
416842,416842.000000,0,-0.969000,0.969000,1.574000,P4
416843,416843.000000,0,-0.672000,0.887000,1.410000,P4
416844,416844.000000,0,-0.586000,0.934000,1.137000,P4
416845,416845.000000,0,-0.684000,0.945000,0.922000,P4
416846,416846.000000,0,-0.477000,0.871000,0.840000,P4
416847,416847.000000,0,-0.168000,0.805000,0.844000,P4
416848,416848.000000,0,-0.086000,0.805000,0.887000,P4
416849,416849.000000,0,-0.180000,0.848000,0.824000,P4
416850,416850.000000,0,-0.234000,0.922000,0.707000,P4
416851,416851.000000,0,-0.281000,1.039000,0.594000,P4
416852,416852.000000,0,-0.340000,1.195000,0.496000,P4
416853,416853.000000,0,-0.391000,1.285000,0.441000,P4
416854,416854.000000,0,-0.426000,1.297000,0.383000,P4
416855,416855.000000,0,-0.398000,1.273000,0.359000,P4
416856,416856.000000,0,-0.215000,1.227000,0.391000,P4
416857,416857.000000,0,0.027000,1.238000,0.484000,P4
416858,416858.000000,0,0.176000,1.297000,0.590000,P4
416859,416859.000000,0,0.168000,1.336000,0.652000,P4
416860,416860.000000,0,0.105000,1.344000,0.668000,P4
416861,416861.000000,0,0.086000,1.344000,0.629000,P4
416862,416862.000000,0,0.094000,1.348000,0.574000,P4
416863,416863.000000,0,0.098000,1.344000,0.539000,P4
416864,416864.000000,0,0.109000,1.344000,0.523000,P4
416865,416865.000000,0,2.074000,1.238000,0.703000,P4
416866,416866.000000,0,3.563000,0.457000,-0.203000,P4
416867,416867.000000,0,3.082000,0.582000,0.453000,P4
416868,416868.000000,0,-0.477000,0.152000,0.969000,P4
416869,416869.000000,0,-2.715000,1.293000,0.695000,P4
416870,416870.000000,0,-2.484000,2.195000,0.422000,P4
416871,416871.000000,0,-0.992000,2.023000,-0.426000,P4
416872,416872.000000,0,0.391000,1.566000,-0.746000,P4
416873,416873.000000,0,0.551000,1.008000,-0.711000,P4
416874,416874.000000,0,0.625000,0.723000,-0.496000,P4
416875,416875.000000,0,0.914000,0.672000,-0.246000,P4
416876,416876.000000,0,1.063000,0.539000,-0.254000,P4
416877,416877.000000,0,0.895000,0.680000,-0.254000,P4
416878,416878.000000,0,0.512000,0.762000,-0.207000,P4
416879,416879.000000,0,0.250000,0.801000,-0.125000,P4
416880,416880.000000,0,0.281000,0.824000,-0.094000,P4
419096,419096.000000,0,-0.320000,2.172000,1.238000,P4
419097,419097.000000,0,0.133000,2.738000,1.785000,P4
419098,419098.000000,0,0.734000,3.367000,2.180000,P4
419099,419099.000000,0,1.770000,3.285000,2.063000,P4
419100,419100.000000,0,2.324000,2.754000,1.922000,P4
419101,419101.000000,0,1.895000,2.426000,1.527000,P4
419102,419102.000000,0,0.313000,2.297000,0.766000,P4
419103,419103.000000,0,-1.223000,2.430000,0.371000,P4
419104,419104.000000,0,-2.031000,2.438000,0.414000,P4
419105,419105.000000,0,-2.445000,2.316000,0.605000,P4
419106,419106.000000,0,-2.180000,2.617000,0.598000,P4
419107,419107.000000,0,-0.797000,2.934000,0.512000,P4
419108,419108.000000,0,0.414000,2.996000,0.328000,P4
419109,419109.000000,0,0.750000,2.941000,0.266000,P4
419110,419110.000000,0,0.863000,2.855000,0.266000,P4
419111,419111.000000,0,0.781000,2.895000,0.008000,P4
419112,419112.000000,0,0.633000,2.895000,-0.418000,P4
419113,419113.000000,0,1.355000,2.742000,-0.633000,P4
419114,419114.000000,0,2.137000,2.418000,-0.738000,P4
419115,419115.000000,0,2.043000,2.086000,-0.840000,P4
419116,419116.000000,0,1.762000,1.918000,-1.125000,P4
419117,419117.000000,0,1.547000,2.035000,-1.219000,P4
419118,419118.000000,0,1.406000,2.473000,-1.313000,P4
419119,419119.000000,0,1.266000,2.980000,-1.391000,P4
419120,419120.000000,0,1.449000,3.488000,-1.453000,P4
419121,419121.000000,0,2.000000,3.602000,-1.691000,P4
419122,419122.000000,0,2.418000,3.656000,-1.891000,P4
419123,419123.000000,0,2.484000,3.699000,-2.023000,P4
419124,419124.000000,0,2.219000,3.688000,-2.105000,P4
419125,419125.000000,0,2.086000,3.426000,-2.406000,P4
419126,419126.000000,0,2.133000,2.707000,-2.703000,P4
419127,419127.000000,0,2.246000,1.965000,-2.754000,P4
419128,419128.000000,0,2.070000,1.688000,-2.664000,P4
419129,419129.000000,0,1.727000,1.805000,-2.512000,P4
419130,419130.000000,0,1.492000,2.172000,-2.336000,P4
419131,419131.000000,0,1.512000,2.879000,-2.133000,P4
419132,419132.000000,0,1.547000,3.828000,-1.973000,P4
419133,419133.000000,0,1.367000,5.074000,-1.832000,P4
419134,419134.000000,0,0.977000,6.535000,-1.547000,P4
419135,419135.000000,0,0.633000,7.313000,-1.152000,P4
419136,419136.000000,0,-0.219000,7.605000,-0.664000,P4
419137,419137.000000,0,-0.770000,5.449000,-0.844000,P4
419138,419138.000000,0,-0.770000,3.809000,-1.031000,P4
419139,419139.000000,0,-0.598000,3.527000,-0.961000,P4
419140,419140.000000,0,0.711000,2.836000,-0.430000,P4
419141,419141.000000,0,-0.438000,3.570000,1.609000,P4
419142,419142.000000,0,-3.320000,3.223000,5.211000,P4
419143,419143.000000,0,-4.098000,4.941000,4.410000,P4
419144,419144.000000,0,-5.430000,2.930000,4.496000,P4
419145,419145.000000,0,-5.711000,3.063000,4.672000,P4
419146,419146.000000,0,-2.676000,3.371000,4.898000,P4
419147,419147.000000,0,0.477000,2.609000,4.090000,P4
419148,419148.000000,0,2.707000,2.129000,3.313000,P4
419149,419149.000000,0,3.023000,2.023000,2.734000,P4
419150,419150.000000,0,1.621000,1.598000,2.320000,P4
419151,419151.000000,0,0.168000,1.395000,2.227000,P4
419152,419152.000000,0,-0.945000,1.352000,2.184000,P4
419153,419153.000000,0,-1.168000,1.285000,2.125000,P4
419154,419154.000000,0,-0.762000,1.070000,2.012000,P4
419155,419155.000000,0,-0.395000,0.625000,1.836000,P4
419156,419156.000000,0,-0.348000,0.293000,1.605000,P4
419157,419157.000000,0,-0.465000,0.234000,1.395000,P4
419158,419158.000000,0,-0.492000,0.387000,1.254000,P4
419159,419159.000000,0,-0.379000,0.563000,1.188000,P4
419160,419160.000000,0,-0.238000,0.699000,1.145000,P4
419161,419161.000000,0,-0.156000,0.785000,1.086000,P4
419162,419162.000000,0,-0.066000,0.820000,0.941000,P4
419163,419163.000000,0,0.051000,0.836000,0.766000,P4
419164,419164.000000,0,0.184000,0.844000,0.613000,P4
419165,419165.000000,0,0.262000,0.855000,0.523000,P4
419166,419166.000000,0,0.207000,0.906000,0.477000,P4
419167,419167.000000,0,0.063000,0.926000,0.434000,P4
419168,419168.000000,0,-0.086000,0.930000,0.387000,P4
419169,419169.000000,0,-0.184000,0.973000,0.313000,P4
419170,419170.000000,0,-0.273000,1.066000,0.234000,P4
419171,419171.000000,0,-0.297000,1.121000,0.227000,P4
419172,419172.000000,0,-0.238000,1.129000,0.281000,P4
419173,419173.000000,0,-0.160000,1.133000,0.355000,P4
419174,419174.000000,0,-0.094000,1.168000,0.375000,P4
419175,419175.000000,0,-0.023000,1.199000,0.352000,P4
419176,419176.000000,0,0.016000,1.230000,0.281000,P4
419177,419177.000000,0,0.000000,1.266000,0.234000,P4
419178,419178.000000,0,-0.008000,1.309000,0.242000,P4
419179,419179.000000,0,0.004000,1.340000,0.289000,P4
419180,419180.000000,0,-0.031000,1.367000,0.324000,P4
419181,419181.000000,0,-0.102000,1.402000,0.324000,P4
419182,419182.000000,0,-0.152000,1.418000,0.301000,P4
419183,419183.000000,0,-0.176000,1.449000,0.258000,P4
419184,419184.000000,0,-0.160000,1.473000,0.234000,P4
419185,419185.000000,0,1.473000,1.535000,0.230000,P4
419186,419186.000000,0,3.496000,0.750000,-0.547000,P4
419187,419187.000000,0,3.934000,0.313000,0.098000,P4
419188,419188.000000,0,0.242000,0.254000,1.770000,P4
419189,419189.000000,0,-4.539000,2.027000,1.742000,P4
419190,419190.000000,0,-4.047000,2.586000,1.184000,P4
419191,419191.000000,0,-0.324000,2.105000,-0.160000,P4
419192,419192.000000,0,1.563000,1.109000,-0.098000,P4
419193,419193.000000,0,1.176000,0.785000,0.070000,P4
419194,419194.000000,0,0.770000,0.641000,-0.301000,P4
419195,419195.000000,0,0.930000,0.488000,-0.672000,P4
419196,419196.000000,0,0.891000,0.668000,-0.715000,P4
419197,419197.000000,0,0.500000,0.730000,-0.531000,P4
419198,419198.000000,0,0.160000,0.844000,-0.406000,P4
419199,419199.000000,0,0.133000,0.938000,-0.289000,P4
419200,419200.000000,0,0.199000,1.012000,-0.078000,P4
421476,421476.000000,0,-0.887000,1.988000,1.277000,P4
421477,421477.000000,0,-0.520000,2.789000,1.703000,P4
421478,421478.000000,0,0.195000,3.539000,2.195000,P4
421479,421479.000000,0,1.188000,3.898000,1.934000,P4
421480,421480.000000,0,1.348000,3.137000,1.656000,P4
421481,421481.000000,0,0.559000,2.809000,1.465000,P4
421482,421482.000000,0,-0.742000,3.379000,0.863000,P4
421483,421483.000000,0,-1.922000,3.066000,0.426000,P4
421484,421484.000000,0,-2.570000,2.992000,0.387000,P4
421485,421485.000000,0,-2.156000,3.121000,0.375000,P4
421486,421486.000000,0,-0.852000,3.266000,0.297000,P4
421487,421487.000000,0,0.180000,3.359000,0.258000,P4
