"#file:///home/avijoy/Downloads/Penalty Shoot-out/Soccer Data-Emon-Avijoy-Nov-1/20170601_120021.MOV -- offset: 10083, duration: 00:22:33.417 / 1353.417 / 1353417, ms per sample: 16.666666666666668"

default		00:00:07.010	00:00:08.050	00:00:01.040	Run-Up
default		00:00:08.050	00:00:08.250	00:00:00.200	Preparation
default		00:00:08.250	00:00:08.770	00:00:00.520	RG RG
default		00:00:08.770	00:00:09.270	00:00:00.500	Follow-Through

default		00:00:24.790	00:00:25.770	00:00:00.980	Run-Up
default		00:00:25.770	00:00:26.180	00:00:00.410	Preparation
default		00:00:26.185	00:00:26.705	00:00:00.520	RG RG
default		00:00:26.705	00:00:27.015	00:00:00.310	Follow-Through

default		00:00:42.250	00:00:43.530	00:00:01.280	Run-Up
default		00:00:43.530	00:00:43.940	00:00:00.410	Preparation
default		00:00:43.940	00:00:44.270	00:00:00.330	RG RG
default		00:00:44.275	00:00:44.765	00:00:00.490	Follow-Through

default		00:01:01.950	00:01:03.270	00:00:01.320	Run-Up
default		00:01:03.270	00:01:03.530	00:00:00.260	Preparation
default		00:01:03.530	00:01:04.270	00:00:00.740	RG RG
default		00:01:04.270	00:01:04.520	00:00:00.250	Follow-Through

default		00:01:23.305	00:01:25.030	00:00:01.725	Run-Up
default		00:01:25.030	00:01:25.270	00:00:00.240	Preparation
default		00:01:25.270	00:01:26.010	00:00:00.740	RG RG
default		00:01:26.010	00:01:26.270	00:00:00.260	Follow-Through

default		00:01:43.040	00:01:44.530	00:00:01.490	Run-Up
default		00:01:44.535	00:01:44.760	00:00:00.225	Preparation
default		00:01:44.760	00:01:45.270	00:00:00.510	RG RG
default		00:01:45.275	00:01:45.525	00:00:00.250	Follow-Through

default		00:02:02.020	00:02:03.510	00:00:01.490	Run-Up
default		00:02:03.515	00:02:03.760	00:00:00.245	Preparation
default		00:02:03.760	00:02:04.490	00:00:00.730	RG RG
default		00:02:04.495	00:02:04.765	00:00:00.270	Follow-Through

default		00:02:21.950	00:02:23.770	00:00:01.820	Run-Up
default		00:02:23.770	00:02:24.000	00:00:00.230	Preparation
default		00:02:24.005	00:02:24.510	00:00:00.505	RG RG
default		00:02:24.510	00:02:24.770	00:00:00.260	Follow-Through

default		00:02:50.940	00:02:52.020	00:00:01.080	Run-Up
default		00:02:52.020	00:02:52.280	00:00:00.260	Preparation
default		00:02:52.280	00:02:52.770	00:00:00.490	RG RG
default		00:02:52.775	00:02:53.255	00:00:00.480	Follow-Through

default		00:03:07.205	00:03:08.510	00:00:01.305	Run-Up
default		00:03:08.510	00:03:09.020	00:00:00.510	Preparation
default		00:03:09.025	00:03:09.510	00:00:00.485	RG RG
default		00:03:09.510	00:03:10.020	00:00:00.510	Follow-Through




default		00:03:33.700	00:03:34.760	00:00:01.060	Run-Up
default		00:03:34.760	00:03:34.970	00:00:00.210	Preparation
default		00:03:34.975	00:03:35.540	00:00:00.565	RT RM
default		00:03:35.540	00:03:35.780	00:00:00.240	Follow-Through

default		00:03:52.180	00:03:53.760	00:00:01.580	Run-Up
default		00:03:53.760	00:03:54.200	00:00:00.440	Preparation
