"#file:///home/avijoy/Downloads/Penalty Shoot-out/Soccer Data-Mahmud/20170601_120029.MOV -- offset: 9577, duration: 00:25:33.173 / 1533.173 / 1533173, ms per sample: 16.666666666666668"

default		00:00:40.190	00:00:41.040	00:00:00.850	Run-Up
default		00:00:41.045	00:00:41.425	00:00:00.380	Preparation
default		00:00:41.425	00:00:41.785	00:00:00.360	RG RG
default		00:00:41.785	00:00:43.045	00:00:01.260	Follow-Through

default		00:01:02.945	00:01:03.785	00:00:00.840	Run-Up
default		00:01:03.785	00:01:04.045	00:00:00.260	Preparation
default		00:01:04.045	00:01:04.295	00:00:00.250	RG RG
default		00:01:04.300	00:01:04.790	00:00:00.490	Follow-Through

default		00:01:25.205	00:01:26.030	00:00:00.825	Run-Up
default		00:01:26.030	00:01:26.300	00:00:00.270	Preparation
default		00:01:26.315	00:01:26.775	00:00:00.460	RG RM
default		00:01:26.775	00:01:27.055	00:00:00.280	Follow-Through

default		00:01:47.705	00:01:48.785	00:00:01.080	Run-Up
default		00:01:48.795	00:01:49.040	00:00:00.245	Preparation
default		00:01:49.040	00:01:49.290	00:00:00.250	RG MG
default		00:01:49.295	00:01:49.545	00:00:00.250	Follow-Through

default		00:02:12.000	00:02:13.040	00:00:01.040	Run-Up
default		00:02:13.040	00:02:13.300	00:00:00.260	Preparation
default		00:02:13.300	00:02:13.540	00:00:00.240	RG PM
default		00:02:13.550	00:02:13.790	00:00:00.240	Follow-Through

default		00:02:43.540	00:02:44.540	00:00:01.000	Run-Up
default		00:02:44.540	00:02:44.810	00:00:00.270	Preparation
default		00:02:44.815	00:02:45.035	00:00:00.220	RG RG
default		00:02:45.035	00:02:45.295	00:00:00.260	Follow-Through

default		00:03:09.035	00:03:09.795	00:00:00.760	Run-Up
default		00:03:09.795	00:03:10.035	00:00:00.240	Preparation
default		00:03:10.035	00:03:10.295	00:00:00.260	RG RG
default		00:03:10.295	00:03:10.545	00:00:00.250	Follow-Through

default		00:03:29.790	00:03:30.540	00:00:00.750	Run-Up
default		00:03:30.545	00:03:31.030	00:00:00.485	Preparation
default		00:03:31.030	00:03:31.240	00:00:00.210	RG RG
default		00:03:31.245	00:03:31.515	00:00:00.270	Follow-Through

default		00:03:56.000	00:03:57.290	00:00:01.290	Run-Up
default		00:03:57.295	00:03:57.680	00:00:00.385	Preparation
default		00:03:57.680	00:03:57.800	00:00:00.120	RG RG
default		00:03:57.800	00:03:58.040	00:00:00.240	Follow-THrough

default		00:04:24.910	00:04:26.040	00:00:01.130	Run-Up
default		00:04:26.045	00:04:26.285	00:00:00.240	Preparation
default		00:04:26.285	00:04:26.545	00:00:00.260	RG PM
default		00:04:26.545	00:04:27.015	00:00:00.470	Follow-Through

default		00:05:03.910	00:05:04.800	00:00:00.890	Run-Up
default		00:05:04.805	00:05:05.045	00:00:00.240	Preparation
default		00:05:05.045	00:05:05.290	00:00:00.245	RG MG
default		00:05:05.295	00:05:05.545	00:00:00.250	Follow-Through






default		00:05:51.720	00:05:52.810	00:00:01.090	Run-Up
default		00:05:52.815	00:05:53.275	00:00:00.460	Preparation
default		00:05:53.275	00:05:53.545	00:00:00.270	RT RT
default		00:05:53.550	00:05:54.290	00:00:00.740	Follow-Through

default		00:06:17.010	00:06:17.790	00:00:00.780	Run-Up
default		00:06:17.790	00:06:18.040	00:00:00.250	Preparation
default		00:06:18.045	00:06:18.285	00:00:00.240	RT RG
default		00:06:18.285	00:06:18.785	00:00:00.500	Follow-Through

default		00:06:42.980	00:06:44.040	00:00:01.060	Run-Up
default		00:06:44.040	00:06:44.290	00:00:00.250	Preparationh
default		00:06:44.305	00:06:44.795	00:00:00.490	RT RT
default		00:06:44.800	00:06:45.310	00:00:00.510	Follow-Through(Difficult)

default		00:07:05.920	00:07:07.290	00:00:01.370	Run-Up
default		00:07:07.295	00:07:07.535	00:00:00.240	Preparation
default		00:07:07.545	00:07:07.790	00:00:00.245	RT Miss
default		00:07:07.790	00:07:08.300	00:00:00.510	Follow-Through

default		00:07:39.570	00:07:40.790	00:00:01.220	Run-Up
default		00:07:40.790	00:07:41.050	00:00:00.260	Preparation
default		00:07:41.060	00:07:41.550	00:00:00.490	RT RT
default		00:07:41.565	00:07:42.285	00:00:00.720	Follow-Through

default		00:07:59.725	00:08:00.770	00:00:01.045	Run-Up
default		00:08:00.770	00:08:01.040	00:00:00.270	Preparation
