"#file:///home/avijoy/Downloads/Penalty Shoot-out/Soccer Data-Emon-Avijoy-Nov-1/20170601_120345.MOV -- offset: 8582, duration: 00:25:34.168 / 1534.168 / 1534168, ms per sample: 16.666666666666668"

default		00:00:20.164	00:00:21.251	00:00:01.087	Run-up
default		00:00:21.253	00:00:21.550	00:00:00.297	Preparation
default		00:00:21.552	00:00:21.920	00:00:00.368	RG RM
default		00:00:21.926	00:00:22.386	00:00:00.460	Follow-Through

default		00:00:43.178	00:00:44.334	00:00:01.156	Run-Up
default		00:00:44.339	00:00:44.588	00:00:00.249	Preparation
default		00:00:44.593	00:00:45.006	00:00:00.413	RG RG
default		00:00:45.015	00:00:45.393	00:00:00.378	Follow-Through

default		00:01:04.648	00:01:05.985	00:00:01.337	Run-up
default		00:01:05.990	00:01:06.222	00:00:00.232	Preparation
default		00:01:06.222	00:01:06.681	00:00:00.459	RG RM
default		00:01:06.695	00:01:07.003	00:00:00.308	Follow-Through

default		00:01:23.241	00:01:24.235	00:00:00.994	Run-Up
default		00:01:24.243	00:01:24.528	00:00:00.285	Preparation
default		00:01:24.530	00:01:25.024	00:00:00.494	RG PMO
default		00:01:25.032	00:01:25.370	00:00:00.338	Follow-Through

default		00:01:44.543	00:01:45.770	00:00:01.227	Run-Up
default		00:01:45.770	00:01:46.049	00:00:00.279	Preparation
default		00:01:46.057	00:01:46.528	00:00:00.471	RG RG
default		00:01:46.530	00:01:46.954	00:00:00.424	Follow-Through

default		00:02:04.974	00:02:06.247	00:00:01.273	Run-Up
default		00:02:06.249	00:02:06.563	00:00:00.314	Preparation
default		00:02:06.568	00:02:07.092	00:00:00.524	RG Miss
default		00:02:07.097	00:02:07.498	00:00:00.401	Follow-Through

default		00:02:32.946	00:02:34.172	00:00:01.226	Run-Up
default		00:02:34.181	00:02:34.541	00:00:00.360	Preparation
default		00:02:34.547	00:02:34.977	00:00:00.430	RG RG
default		00:02:34.983	00:02:35.355	00:00:00.372	Follow-Through

default		00:02:50.582	00:02:51.855	00:00:01.273	Run-Up
default		00:02:51.869	00:02:52.206	00:00:00.337	Preparation
default		00:02:52.211	00:02:52.752	00:00:00.541	RG RG
default		00:02:52.754	00:02:53.143	00:00:00.389	Follow-Through

default		00:03:12.284	00:03:13.255	00:00:00.971	Run-Up
default		00:03:13.263	00:03:13.612	00:00:00.349	Preparation
default		00:03:13.617	00:03:14.094	00:00:00.477	RG RG
default		00:03:14.102	00:03:14.421	00:00:00.319	Follow-Through

default		00:03:31.762	00:03:33.000	00:00:01.238	Run-Up
default		00:03:33.009	00:03:33.288	00:00:00.279	Preparation
default		00:03:33.293	00:03:33.857	00:00:00.564	RG RG
default		00:03:33.865	00:03:34.272	00:00:00.407	Follow-Through

default		00:03:56.348	00:03:57.749	00:00:01.401	Run-UP(Dominant First)
default		00:03:57.757	00:03:58.083	00:00:00.326	Preparation
default		00:03:58.094	00:03:58.588	00:00:00.494	RG RG
default		00:03:58.596	00:03:58.887	00:00:00.291	Follow-Through

default		00:04:19.752	00:04:21.263	00:00:01.511	Run-Up
default		00:04:21.272	00:04:21.557	00:00:00.285	Preparation
default		00:04:21.557	00:04:22.011	00:00:00.454	RG RG
default		00:04:22.016	00:04:22.249	00:00:00.233	Follow-Through






default		00:04:45.917	00:04:47.504	00:00:01.587	Run-Up
default		00:04:47.508	00:04:47.735	00:00:00.227	Preparation
default		00:04:47.743	00:04:48.510	00:00:00.767	RT RT
default		00:04:48.515	00:04:48.754	00:00:00.239	Follow-Through

default		00:05:09.970	00:05:11.755	00:00:01.785	Run-Up
default		00:05:11.757	00:05:12.001	00:00:00.244	Preparation
